34,92
27,72
28,31
44,99
39,63
44,36
46,45
59,64
32,8
41,07
44,17
25,98
40,04
45,76
43,53
34,07
38,23
36,9
40,9
50,53
55,31
50,35
64,78
32,17
45,46
45,24
28,92
71,31
39,75
60,04
65,15
52,95
21,14
40,31
60,93
35,54
47,05
33,78
54,16
40,46
47,86
37,99
31,18
54,73
63,11
56,48
36,1
